SimaPro 9.5.0.1	Inventory	Date:	31/07/2023	Time:	11:54:34
Project	Doris_Thesis


Calculation: 	Compare
Results: 	Inventory
Product 1: 	1 kg white rice cooked, at household {CH} (of project Doris_Thesis)
Product 2: 	1 kg white rice cooked, at household {CN} (of project Doris_Thesis)
Product 3: 	1 kg white rice cooked, at household {IN} (of project Doris_Thesis)
Method: 	ReCiPe 2016 Midpoint (H) V1.08 / World (2010) H
Indicator: 	Inventory
Compartment: 	All compartments
Per sub-compartment: 	Yes
Default units: 	Yes
Exclude infrastructure processes: 	No
Exclude long-term emissions: 	No
Sorted on item: 	Substance
Sort order: 	Ascending

No	Substance	Compartment	Subcompartment	Unit	white rice cooked, at household {CH}	white rice cooked, at household {CN}	white rice cooked, at household {IN}
247	Benzene, hexachloro-	Air		kg	1.7287931E-10	1.3476374E-10	1.3083426E-10
248	Benzene, hexachloro-	Air	high. pop.	kg	4.6859329E-13	2.0091698E-13	1.8226161E-12
249	Benzene, hexachloro-	Air	low. pop.	kg	4.4457668E-19	3.3558318E-19	3.1519705E-19
250	Benzene, hexachloro-	Water		kg	3.5317423E-14	4.7989228E-15	2.3398646E-15
251	Benzene, pentachloro-	Air		kg	1.204312E-14	1.2042633E-14	1.204194E-14
252	Benzene, pentachloro-	Air	high. pop.	kg	1.1758265E-12	5.0622437E-13	4.6029607E-12
253	Benzene, pentachloro-	Water		kg	5.7952764E-14	7.8746074E-15	3.8395106E-15
254	Benzene, pentachloronitro-	Soil	agricultural	kg	2.6836782E-9	2.6819552E-9	2.6963317E-9
255	Benzo(a)anthracene	Air		kg	3.2565382E-12	2.1149312E-14	1.3444443E-14
256	Benzo(a)anthracene	Water	river	kg	6.195112E-12	8.1160483E-12	4.8037888E-12
257	Benzo(a)pyrene	Air		kg	2.2426236E-9	2.2014855E-9	2.7135197E-9
258	Benzo(a)pyrene	Air	high. pop.	kg	3.2398521E-10	6.2569237E-11	1.5936783E-8
259	Benzo(a)pyrene	Air	low. pop.	kg	5.3174612E-8	1.2507744E-7	1.2144158E-7
260	Benzo(a)pyrene	Water	river	kg	7.5270611E-13	9.8609986E-13	5.8366034E-13
261	Benzo(b)fluoranthene	Air		kg	2.2661918E-12	2.4502865E-14	1.5324819E-14
262	Benzo(b)fluoranthene	Water	river	kg	7.3412077E-13	9.6175172E-13	5.6924897E-13
263	Benzo(g,h,i)perylene	Air		kg	8.640688E-13	1.7427279E-15	1.2072557E-15
264	Benzo(g,h,i)perylene	Water	river	kg	1.0330349E-13	1.353351E-13	8.0103178E-14
265	Benzo(k)fluoranthene	Air		kg	1.6191093E-12	1.7713514E-14	1.1075361E-14
266	Benzo(k)fluoranthene	Water	river	kg	3.4537749E-13	4.5246969E-13	2.6781123E-13
267	Benzovindiflupyr	Water		kg	4.5408028E-14	2.843273E-14	3.3844766E-14
268	Benzovindiflupyr	Soil	forestry	kg	1.2878159E-12	8.063799E-13	9.598705E-13
269	Benzyl alcohol	Water	river	kg	4.7526956E-10	7.3206075E-13	3.1849252E-12
270	Beryllium (II)	Air		kg	3.055423E-10	2.7842607E-10	2.6416147E-10
271	Beryllium (II)	Air	high. pop.	kg	1.1204876E-9	8.4843566E-10	8.2168902E-10
272	Beryllium (II)	Air	low. pop.	kg	4.7538602E-10	1.0266865E-9	5.5887685E-10
273	Beryllium (II)	Air	low. pop., long-term	kg	1.4767693E-10	7.3867985E-11	4.2438393E-11
274	Beryllium (II)	Water		kg	5.9578068E-10	5.9571729E-10	5.9568147E-10
275	Beryllium (II)	Water	groundwater	kg	1.3871482E-9	1.4632142E-9	1.4805172E-9
276	Beryllium (II)	Water	groundwater, long-term	kg	6.3593455E-7	6.4415865E-7	8.4097547E-7
277	Beryllium (II)	Water	river	kg	1.4765402E-10	3.1794843E-10	1.9699365E-10
278	Beryllium (II)	Soil		kg	5.8183457E-10	3.0394574E-9	6.1401015E-10
279	Beryllium (II)	Soil	agricultural	kg	1.4658133E-12	9.7655298E-13	7.5855854E-13
280	Beryllium (II)	Soil	industrial	kg	2.211843E-10	7.0601538E-11	6.6945177E-11
281	Beta-cyfluthrin	Air	low. pop.	kg	9.7887141E-12	7.1950386E-12	8.1409535E-12
282	Beta-cyfluthrin	Water		kg	2.1489524E-14	1.6407961E-14	1.8016812E-14
283	Beta-cyfluthrin	Water	groundwater	kg	2.1842488E-16	1.7367821E-16	1.8780369E-16
284	Beta-cyfluthrin	Soil	agricultural	kg	2.4235782E-10	2.354097E-10	2.3966207E-10
285	Beta-cyfluthrin	Soil	forestry	kg	3.4358169E-13	2.6400899E-13	2.8919209E-13
286	Bicarbonate, ion	Water	ocean	kg	3.6056398E-7	5.0143199E-6	6.7557402E-6
287	Bifenox	Soil	agricultural	kg	9.5313913E-12	5.8119635E-15	4.3352243E-15
288	Bifenthrin	Air	low. pop.	kg	3.1315853E-11	2.5714654E-11	2.7477164E-11
289	Bifenthrin	Water		kg	5.4752669E-14	3.7833916E-14	4.3214403E-14
290	Bifenthrin	Water	groundwater	kg	6.6804989E-17	4.183067E-17	4.979294E-17
291	Bifenthrin	Soil	agricultural	kg	2.302773E-10	2.2240035E-10	2.3127187E-10
292	Bifenthrin	Soil	forestry	kg	9.025323E-13	7.355274E-13	7.8812264E-13
293	Bitertanol	Soil	agricultural	kg	2.1258123E-13	1.317434E-16	9.8582974E-17
294	BOD5 (Biological Oxygen Demand)	Water		kg	3.9259039E-5	3.828491E-5	3.7780774E-5
295	BOD5 (Biological Oxygen Demand)	Water	groundwater	kg	8.8539719E-7	1.007413E-6	1.0061167E-6
296	BOD5 (Biological Oxygen Demand)	Water	groundwater, long-term	kg	0.00077120653	0.00027886008	0.00035028887
297	BOD5 (Biological Oxygen Demand)	Water	ocean	kg	0.00028196126	0.00018475173	0.00015608988
298	BOD5 (Biological Oxygen Demand)	Water	river	kg	0.0015983429	0.0015760681	0.0016457111
299	Borate	Water		kg	3.1446398E-9	3.4354085E-9	8.2696235E-11
300	Borate	Water	river	kg	4.07189E-7	1.4832111E-6	1.4833882E-6
301	Borax	Raw	in ground	kg	4.1776479E-9	4.2661166E-11	4.5528953E-11
302	Boric acid	Air	high. pop.	kg	4.6020666E-18	3.404869E-19	4.5126734E-19
303	Boron	Raw	in ground	kg	2.608656E-6	3.1371451E-6	3.1813943E-6
304	Boron	Air		kg	6.010438E-8	6.434064E-8	6.0682625E-8
305	Boron	Air	high. pop.	kg	4.5020503E-7	4.5599897E-7	3.4881243E-7
306	Boron	Air	low. pop.	kg	1.2357921E-6	2.2331818E-6	3.3821581E-6
307	Boron	Air	low. pop., long-term	kg	1.865516E-9	9.5509844E-10	5.3843786E-10
308	Boron	Water		kg	1.7623588E-8	1.1577022E-8	9.1051609E-9
309	Boron	Water	groundwater	kg	4.6536587E-8	2.5387182E-8	1.0806486E-7
310	Boron	Water	groundwater, long-term	kg	5.0471391E-6	8.0646553E-6	1.1622969E-5
311	Boron	Water	ocean	kg	5.3368347E-7	4.5323261E-7	4.6921264E-7
312	Boron	Water	river	kg	1.3358062E-6	1.1954113E-6	8.4820242E-7
313	Boron	Soil		kg	2.463951E-8	9.017383E-8	2.3117918E-8
314	Boron	Soil	agricultural	kg	2.2028332E-10	1.4674734E-10	1.14398E-10
315	Boron	Soil	industrial	kg	1.1473274E-7	5.5603229E-8	4.7221874E-8
316	Boron trifluoride	Air	high. pop.	kg	3.1140954E-14	2.400446E-15	3.1286435E-15
317	Boscalid	Soil	agricultural	kg	7.9562266E-21	1.4180809E-21	1.4333259E-21
318	Bromate	Water	river	kg	4.2931703E-7	5.3704852E-7	5.3394863E-7
319	Bromide	Water	river	kg	4.856771E-5	0.00017584788	0.00017586735
320	Bromine	Raw	in water	kg	6.0345924E-5	0.00021953979	0.00021956649
321	Bromine	Air		kg	7.5321778E-9	9.8910567E-9	5.5753038E-9
322	Bromine	Air	high. pop.	kg	5.7044472E-8	1.1836508E-7	3.6221262E-8
323	Bromine	Air	low. pop.	kg	3.6312936E-7	1.6931432E-6	9.6920101E-7
324	Bromine	Air	low. pop., long-term	kg	7.4126396E-10	2.0224472E-10	1.8221003E-10
325	Bromine	Water		kg	1.7297874E-10	1.4952574E-10	1.3323242E-10
326	Bromine	Water	groundwater	kg	4.2646619E-8	1.2380784E-8	9.8969729E-8
327	Bromine	Water	groundwater, long-term	kg	7.5382032E-7	3.8312246E-7	2.3306657E-7
328	Bromine	Water	ocean	kg	1.5234432E-6	8.6114403E-7	7.4772691E-7
329	Bromine	Water	river	kg	8.5051091E-6	3.4976585E-6	2.5712285E-6
330	Bromine	Soil		kg	4.2040295E-9	2.6744136E-9	7.3790546E-10
331	Bromine	Soil	industrial	kg	1.7382009E-8	5.8836181E-9	5.4432342E-9
332	Bromoxynil	Air	low. pop.	kg	1.1439015E-15	3.3370897E-20	2.6344653E-20
333	Bromoxynil	Water	groundwater	kg	2.9237633E-16	2.0653792E-20	1.8971423E-20
334	Bromoxynil	Water	river	kg	4.5727428E-20	5.2438755E-23	5.2706555E-23
335	Bromoxynil	Soil	agricultural	kg	1.099717E-8	1.0909885E-8	1.0908859E-8
336	Bromuconazole	Soil	agricultural	kg	6.4419361E-13	3.9245204E-16	2.9268233E-16
337	Buprofezin	Soil	agricultural	kg	2.9498254E-11	6.6502482E-16	4.9869665E-16
338	Butadiene	Air		kg	1.4729882E-8	2.1457489E-9	2.146143E-9
339	Butadiene	Air	high. pop.	kg	1.7548857E-10	6.3070837E-10	6.3102205E-10
340	Butane	Air		kg	1.2693308E-7	1.4973026E-7	1.271001E-7
341	Butane	Air	high. pop.	kg	3.2812588E-6	8.9225365E-7	8.8607492E-7
342	Butane	Air	low. pop.	kg	2.2591897E-5	1.112815E-5	9.2872647E-6
343	Butene	Air		kg	2.9325469E-12	3.155074E-12	2.9220851E-12
344	Butene	Air	high. pop.	kg	3.0241516E-8	8.88493E-8	8.8679341E-8
345	Butene	Water	river	kg	1.9456216E-8	4.8535114E-8	4.8196627E-8
346	Butyl acetate	Water	river	kg	2.1780545E-8	4.6584565E-8	4.589784E-8
347	Butyric acid, 4-(2,4-dichlorophenoxy)-	Air	low. pop.	kg	2.0841462E-19	3.8252639E-20	3.8416068E-20
348	Butyric acid, 4-(2,4-dichlorophenoxy)-	Water	groundwater	kg	1.2305545E-19	2.9738641E-20	2.8309075E-20
349	Butyric acid, 4-(2,4-dichlorophenoxy)-	Water	river	kg	5.0645468E-22	1.222715E-22	1.1641406E-22
350	Butyric acid, 4-(2,4-dichlorophenoxy)-	Soil	agricultural	kg	4.4133326E-18	1.0378402E-18	9.9269754E-19
351	Butyrolactone	Water		kg	1.4831927E-9	1.096166E-12	8.9755924E-13
352	Cadmium	Raw	in ground	kg	3.3612977E-8	4.5232273E-8	4.027706E-8
353	Cadmium	Air	high. pop.	kg	0	0	4.9536E-10
354	Cadmium	Water		kg	0	6.08762E-9	6.08762E-9
355	Cadmium	Soil	agricultural	kg	0	4.62434E-7	4.62434E-7
356	Cadmium (II)	Air		kg	1.21444E-8	1.0642178E-8	9.295633E-9
357	Cadmium (II)	Air	high. pop.	kg	3.3597358E-9	1.8659787E-9	1.9578523E-9
358	Cadmium (II)	Air	low. pop.	kg	1.2503973E-7	9.7045611E-8	6.2810462E-8
359	Cadmium (II)	Air	low. pop., long-term	kg	1.0494029E-9	2.7925007E-10	2.3579545E-10
360	Cadmium (II)	Air	stratosphere + troposphere	kg	4.013701E-17	2.7699474E-17	2.7416259E-17
361	Cadmium (II)	Water		kg	5.8495611E-9	2.9600887E-9	2.5745597E-9
362	Cadmium (II)	Water	groundwater	kg	9.3446744E-9	3.3855415E-9	2.1562269E-9
363	Cadmium (II)	Water	groundwater, long-term	kg	8.5183088E-7	5.6381425E-7	7.8137439E-7
364	Cadmium (II)	Water	ocean	kg	2.0609301E-9	8.0828419E-9	7.752859E-9
365	Cadmium (II)	Water	river	kg	1.3393663E-8	1.1936357E-8	1.1464077E-8
366	Cadmium (II)	Soil		kg	1.036229E-9	9.2304508E-10	2.2235295E-10
367	Cadmium (II)	Soil	agricultural	kg	2.8473619E-7	3.1253451E-9	3.3831127E-9
368	Cadmium (II)	Soil	forestry	kg	5.0580614E-12	1.7026444E-12	1.231089E-12
369	Cadmium (II)	Soil	industrial	kg	2.5366575E-8	7.0415694E-9	6.7717777E-9
370	Calcite	Raw	in ground	kg	0.020732566	0.070436308	0.066248281
371	Calcium	Raw	in ground	kg	3.7177647E-5	4.9237862E-5	4.3744082E-5
372	Calcium	Air		kg	8.1816143E-7	6.8672705E-7	5.2586167E-7
373	Calcium	Air	high. pop.	kg	3.1947965E-6	1.2734877E-6	1.594101E-6
374	Calcium	Air	low. pop.	kg	1.1654623E-7	4.154222E-7	2.312566E-7
375	Calcium	Air	low. pop., long-term	kg	5.7889828E-7	3.3603765E-7	2.4998951E-7
376	Calcium	Water		kg	3.58735E-6	3.5185488E-6	3.5165917E-6
377	Calcium	Water	groundwater	kg	6.2038243E-5	5.7327836E-5	0.00011647904
378	Calcium	Water	groundwater, long-term	kg	0.0049998772	0.0039704969	0.013287919
379	Calcium	Water	ocean	kg	0.00045341641	0.00093212082	0.00088633076
380	Calcium	Water	river	kg	0.00089020838	0.00065948597	0.0005340589
381	Calcium	Soil		kg	1.9716195E-6	9.43821E-6	1.9154681E-6
382	Calcium	Soil	agricultural	kg	6.4255709E-5	4.8711738E-5	5.2285594E-5
383	Calcium	Soil	industrial	kg	5.2150146E-5	2.6568343E-5	2.3077983E-5
384	Captan	Soil	agricultural	kg	9.1263549E-13	3.1137001E-15	2.3216454E-15
385	Carbamic acid, [(dibutylamino)thio]methyl-, 2,3-dihydro-2,2-dimethyl-7-benzofuranyl ester	Soil	agricultural	kg	4.7432637E-6	4.6242891E-14	3.4479685E-14
386	Carbaryl	Air	low. pop.	kg	2.3379466E-12	9.039287E-13	1.9527745E-12
387	Carbaryl	Water	groundwater	kg	2.8601162E-16	2.8237363E-16	2.8234722E-16
388	Carbaryl	Water	river	kg	3.5616835E-18	3.5163817E-18	3.5160529E-18
389	Carbaryl	Soil	agricultural	kg	1.2527721E-6	4.6243802E-6	4.6243804E-6
390	Carbendazim	Air	low. pop.	kg	4.9519788E-10	3.1007866E-10	3.6909804E-10
391	Carbendazim	Water		kg	9.1949989E-13	5.7576016E-13	6.8535066E-13
392	Carbendazim	Water	groundwater	kg	7.5089745E-12	4.7020552E-12	5.5969516E-12
393	Carbendazim	Soil	agricultural	kg	3.7932978E-9	2.2996217E-9	2.783426E-9
394	Carbendazim	Soil	forestry	kg	2.5701124E-11	1.6093438E-11	1.9156543E-11
395	Carbetamide	Soil	agricultural	kg	3.1638627E-12	6.2729385E-13	4.0079834E-13
396	Carbofuran	Soil	agricultural	kg	1.1469073E-6	4.2176202E-6	4.2198095E-6
397	Carbon	Air	high. pop.	kg	2.1698825E-6	6.125615E-10	4.7753118E-10
398	Carbon	Water	groundwater	kg	7.4251366E-6	2.0961367E-9	1.6340754E-9
399	Carbon	Soil		kg	8.4217166E-6	5.2081505E-6	1.0533252E-6
400	Carbon	Soil	agricultural	kg	0.00019093088	0.00018840866	0.00019775677
401	Carbon	Soil	industrial	kg	0.00019347376	6.280728E-5	5.8762618E-5
402	Carbon-14	Air	low. pop.	Bq	2.9825541	1.1444631	1.1298827
403	Carbon-14	Water	river	Bq	0.009968848	0.006011189	0.025700648
404	Carbon dioxide, biogenic	Air		kg	0.18517761	0.029216382	0.029143276
405	Carbon dioxide, biogenic	Air	high. pop.	kg	0.034648068	0.0082134845	0.18210868
406	Carbon dioxide, biogenic	Air	low. pop.	kg	0.0031455226	0.0019177888	0.0021563804
407	Carbon dioxide, fossil	Air		kg	0.1821727	0.22585371	0.18952212
408	Carbon dioxide, fossil	Air	high. pop.	kg	0.35305888	0.28611269	0.80441034
409	Carbon dioxide, fossil	Air	low. pop.	kg	0.40560465	0.56271316	0.4756322
410	Carbon dioxide, fossil	Air	low. pop., long-term	kg	4.7984406E-8	3.5205301E-8	2.2091941E-7
411	Carbon dioxide, fossil	Air	stratosphere + troposphere	kg	1.2498001E-8	8.6251396E-9	8.5369494E-9
412	Carbon dioxide, in air	Raw	in air	kg	1.4553843	0.054954601	0.74867102
413	Carbon dioxide, land transformation	Air		kg	6.528336E-5	6.7967621E-5	9.4729636E-5
414	Carbon dioxide, land transformation	Air	low. pop.	kg	0.001406825	0.00084783208	0.0015346107
415	Carbon dioxide, non-fossil, resource correction	Raw	in air	kg	0.023995399	0.014373143	-0.042092537
416	Carbon dioxide, to soil or biomass stock	Soil		kg	2.3389582E-6	1.9787216E-6	3.6198148E-6
417	Carbon dioxide, to soil or biomass stock	Soil	agricultural	kg	1.5044784E-5	4.7877869E-6	4.137821E-6
418	Carbon disulfide	Air		kg	5.6704488E-8	5.6702195E-8	5.669893E-8
419	Carbon disulfide	Air	high. pop.	kg	2.7051998E-9	4.3684102E-9	4.3726516E-9
420	Carbon disulfide	Air	low. pop.	kg	5.9059343E-6	4.3945614E-6	2.8642315E-6
421	Carbon disulfide	Water	river	kg	5.6082817E-9	9.0813438E-9	9.0925309E-9
422	Carbon monoxide, biogenic	Air		kg	8.2296285E-5	9.5031975E-6	9.3884813E-6
423	Carbon monoxide, biogenic	Air	high. pop.	kg	0.00010533454	2.5150323E-5	4.2987635E-5
424	Carbon monoxide, biogenic	Air	low. pop.	kg	3.4133701E-6	1.5038921E-6	1.1841203E-6
425	Carbon monoxide, fossil	Air		kg	0.00076289491	0.00073241471	0.00073496653
426	Carbon monoxide, fossil	Air	high. pop.	kg	0.00061108151	0.00016454711	0.035803809
427	Carbon monoxide, fossil	Air	low. pop.	kg	0.00042350641	0.00047926876	0.00080220605
428	Carbon monoxide, fossil	Air	stratosphere + troposphere	kg	8.2845949E-12	5.7131792E-12	5.6543668E-12
429	Carbon monoxide, land transformation	Air	low. pop.	kg	6.3204865E-6	3.9781946E-6	4.8919475E-6
430	Carbon, organic, in soil or biomass stock	Raw	in ground	kg	0.00013623624	8.3924665E-5	0.00010464044
431	Carbonate	Water		kg	2.6364097E-6	2.5861033E-6	2.5846341E-6
432	Carbonate	Water	ocean	kg	1.2157901E-5	6.9124203E-6	6.022003E-6
433	Carbonate	Water	river	kg	3.4038686E-5	4.4961436E-5	4.2245828E-5
434	Carbonyl sulfide	Air		kg	2.7741167E-7	7.197748E-8	4.5619053E-8
435	Carboxylic acids, unspecified	Water		kg	7.7362029E-13	9.3299069E-14	7.3655654E-14
436	Carboxylic acids, unspecified	Water	ocean	kg	9.9285641E-6	5.312746E-6	4.6534808E-6
437	Carboxylic acids, unspecified	Water	river	kg	1.665367E-5	1.0918609E-5	9.1385486E-6
438	Carfentrazone-ethyl	Air	low. pop.	kg	2.1587329E-11	1.9922211E-11	2.0493471E-11
439	Carfentrazone-ethyl	Water		kg	3.5394825E-14	3.3079865E-14	3.3776338E-14
440	Carfentrazone-ethyl	Soil	agricultural	kg	1.9303742E-10	1.7887576E-10	1.8945505E-10
441	Carfentrazone-ethyl	Soil	forestry	kg	6.5449884E-13	6.1160517E-13	6.2451193E-13
442	Carnallite	Raw	in water	kg	1.5889685E-5	1.5050346E-5	1.5025853E-5
443	Cerium	Raw	in ground	kg	1.3445201E-6	6.7216818E-7	5.7102394E-7
444	Cerium-141	Air	low. pop.	Bq	1.1268431E-5	1.2858638E-6	1.541746E-6
445	Cerium-141	Water	river	Bq	5.3639055E-5	1.2371252E-5	9.3050661E-6
446	Cerium-144	Water	river	Bq	2.9205114E-5	2.0450197E-5	9.3804773E-6
447	Cesium-134	Air	low. pop.	Bq	5.3968538E-7	6.158461E-8	7.383972E-8
448	Cesium-134	Water	river	Bq	0.00092692534	0.00049559811	0.0013945559
449	Cesium-136	Water	river	Bq	1.7026218E-5	1.192221E-5	5.4687015E-6
450	Cesium-137	Air	low. pop.	Bq	9.7856586E-6	1.3752005E-6	1.4202013E-6
451	Cesium-137	Water	ocean	Bq	0.186801	0.099086585	0.14981507
452	Cesium-137	Water	river	Bq	0.017840266	0.0057940302	0.0044864601
453	Cesium (I)	Water	ocean	kg	2.1763475E-9	1.2302058E-9	1.0681813E-9
454	Cesium (I)	Water	river	kg	4.5254539E-9	2.9670134E-9	2.4833013E-9
455	Chloramine	Air	high. pop.	kg	3.2902438E-8	1.2054607E-7	1.2055734E-7
456	Chloramine	Water	river	kg	2.9415578E-7	1.0777151E-6	1.0778156E-6
457	Chlorantraniliprole	Air	low. pop.	kg	1.1143136E-11	1.1096473E-11	1.1095662E-11
458	Chlorantraniliprole	Water		kg	1.0787669E-14	1.0742494E-14	1.0741709E-14
459	Chlorantraniliprole	Water	groundwater	kg	1.7599027E-13	1.7525329E-13	1.7524048E-13
460	Chlorantraniliprole	Soil	agricultural	kg	7.2716772E-11	7.241226E-11	7.2406968E-11
461	Chlorantraniliprole	Soil	forestry	kg	7.8685037E-13	7.8355533E-13	7.8349806E-13
462	Chlorate	Water	river	kg	3.4360211E-6	4.2212594E-6	4.1911276E-6
463	Chloridazon	Soil	agricultural	kg	5.7490838E-11	3.5024248E-14	2.6120334E-14
464	Chloride	Water		kg	7.8210443E-5	7.7133627E-5	7.1163619E-5
465	Chloride	Water	groundwater	kg	0.0013599217	0.0047843074	0.0019934346
466	Chloride	Water	groundwater, long-term	kg	0.011448517	0.025024959	0.025894043
467	Chloride	Water	ocean	kg	0.0031788686	0.0025071562	0.0025317227
468	Chloride	Water	river	kg	0.013078524	0.017917556	0.017040966
469	Chloride	Soil		kg	1.0805467E-5	1.2367043E-6	7.9005642E-7
470	Chloride	Soil	agricultural	kg	7.1933758E-7	5.4576723E-7	5.8671755E-7
471	Chloride	Soil	industrial	kg	5.5776536E-5	2.1102556E-5	1.7238302E-5
472	Chlorides, unspecified	Water		kg	1.9204374E-5	5.109316E-6	3.3017373E-6
473	Chlorimuron-ethyl	Air	low. pop.	kg	2.9070949E-11	1.7068601E-11	2.2078217E-11
474	Chlorimuron-ethyl	Water		kg	3.4694018E-14	2.1724037E-14	2.5859104E-14
475	Chlorimuron-ethyl	Water	groundwater	kg	6.116003E-12	3.8296018E-12	4.5585483E-12
476	Chlorimuron-ethyl	Soil	agricultural	kg	2.3242267E-10	1.3732932E-10	1.6719625E-10
477	Chlorimuron-ethyl	Soil	forestry	kg	1.2637315E-12	7.9129921E-13	9.4191927E-13
478	Chlorinated solvents, unspecified	Air	low. pop.	kg	9.635278E-7	9.6347031E-7	9.6334565E-7
479	Chlorinated solvents, unspecified	Water	river	kg	2.115618E-8	6.5812447E-8	8.6668344E-8
480	Chlorine	Air		kg	2.1038716E-7	1.0224281E-7	4.8968003E-8
481	Chlorine	Air	high. pop.	kg	1.46013E-5	5.0584667E-5	5.0565444E-5
482	Chlorine	Air	low. pop.	kg	3.9212949E-10	1.9658652E-10	1.2119935E-10
483	Chlorine	Air	low. pop., long-term	kg	1.3684417E-8	7.0211701E-9	3.94589E-9
484	Chlorine	Water		kg	2.0805729E-9	1.9034343E-9	1.7468428E-9
485	Chlorine	Water	groundwater	kg	1.0944399E-7	6.9601209E-8	1.9203883E-8
486	Chlorine	Water	river	kg	4.830905E-6	3.2335826E-6	2.5804898E-6
487	Chlorine	Soil		kg	1.0944399E-7	6.9601209E-8	1.9203883E-8
488	Chlormequat	Soil	agricultural	kg	3.4402357E-10	1.4254701E-11	1.3206594E-11
489	Chloroacetic acid	Air	high. pop.	kg	1.2256249E-7	4.4856931E-7	4.4858662E-7
490	Chloroacetic acid	Water	river	kg	1.5037626E-5	5.5078182E-5	5.5078392E-5
491	Chloroacetyl chloride	Water	river	kg	8.0920966E-8	2.9698555E-7	2.9698722E-7
492	Chloroethylene	Air		kg	3.0526916E-8	5.5973026E-9	4.4338572E-9
493	Chloroethylene	Air	high. pop.	kg	4.3871222E-10	4.4331765E-10	3.8085657E-10
494	Chloroethylene	Water		kg	1.2781647E-10	1.411632E-11	4.8926056E-12
495	Chloroethylene	Water	river	kg	1.5057945E-10	5.1898418E-10	6.9202679E-10
496	Chloroform	Air		kg	6.0859502E-8	6.0148966E-8	6.0088452E-8
497	Chloroform	Air	high. pop.	kg	2.8709183E-7	1.0480507E-6	1.0480512E-6
498	Chloroform	Air	low. pop.	kg	1.6436827E-9	4.4066288E-9	2.339381E-9
499	Chloroform	Water		kg	4.5442791E-12	6.1747554E-13	3.0106947E-13
500	Chloroform	Water	river	kg	1.1436502E-9	3.58108E-9	3.5939323E-9
501	Chloropicrin	Soil	agricultural	kg	2.9798601E-18	5.3111643E-19	5.3682619E-19
502	Chlorosilane, trimethyl-	Air	high. pop.	kg	1.6171341E-10	6.2807983E-11	4.8867572E-11
503	Chlorosulfonic acid	Air		kg	2.2976704E-14	2.3363405E-13	3.136456E-13
504	Chlorosulfonic acid	Air	high. pop.	kg	4.3219349E-10	1.5615876E-9	1.5627488E-9
505	Chlorosulfonic acid	Water	river	kg	1.0777464E-9	3.8940788E-9	3.8969745E-9
506	Chlorothalonil	Soil	agricultural	kg	7.2517896E-8	7.247129E-8	7.2859764E-8
507	Chlorpyrifos	Air	low. pop.	kg	1.9555262E-8	1.2229661E-8	1.4588769E-8
508	Chlorpyrifos	Water		kg	2.7410351E-11	1.7166413E-11	2.0432356E-11
509	Chlorpyrifos	Water	groundwater	kg	3.3459297E-11	2.0954302E-11	2.494111E-11
510	Chlorpyrifos	Soil	agricultural	kg	2.4902513E-7	1.1231393E-7	1.4407607E-7
511	Chlorpyrifos	Soil	forestry	kg	5.3671068E-10	3.3682966E-10	4.0055248E-10
512	Chlorpyrifos methyl	Soil	agricultural	kg	9.037136E-9	3.2988688E-9	4.9832969E-9
513	Chlorsulfuron	Soil	agricultural	kg	8.8806697E-13	5.4102321E-16	4.0348352E-16
514	Chlortoluron	Soil	agricultural	kg	2.4440952E-12	7.2464568E-13	6.6746374E-13
515	Choline chloride	Soil	agricultural	kg	1.2243039E-10	7.458636E-14	5.562491E-14
516	Chromium	Raw	in ground	kg	0.00026958622	8.580028E-5	8.2892507E-5
517	Chromium	Air	high. pop.	kg	0	0	1.548E-6
518	Chromium	Water		kg	0	2.87966E-6	2.87966E-6
519	Chromium	Soil	agricultural	kg	0	3.6113E-6	3.6113E-6
520	Chromium-51	Air	low. pop.	Bq	7.2207905E-7	8.2397927E-8	9.8794811E-8
521	Chromium-51	Water	river	Bq	0.0090938716	0.0013105666	0.0013321972
522	Chromium (III)	Air		kg	2.3260855E-7	1.2902312E-7	1.0890192E-7
523	Chromium (III)	Air	high. pop.	kg	2.8645153E-8	2.226546E-8	2.1092947E-8
524	Chromium (III)	Air	low. pop.	kg	1.3729382E-6	4.6659012E-7	4.3797911E-7
525	Chromium (III)	Air	low. pop., long-term	kg	1.9417296E-11	1.6439113E-11	1.6189805E-11
526	Chromium (III)	Air	stratosphere + troposphere	kg	2.0066012E-16	1.3848013E-16	1.3706422E-16
527	Chromium (III)	Water		kg	6.1912243E-8	2.5661521E-8	2.025617E-8
528	Chromium (III)	Water	groundwater	kg	2.5829597E-6	7.2702143E-9	5.1365818E-9
529	Chromium (III)	Water	ocean	kg	6.7398185E-9	3.9938567E-8	3.8550928E-8
530	Chromium (III)	Water	river	kg	3.6992212E-7	5.9195706E-8	5.6287801E-8
531	Chromium (III)	Soil		kg	1.1536148E-8	3.7503697E-8	7.7611902E-9
532	Chromium (III)	Soil	agricultural	kg	2.7217227E-7	3.1024979E-8	3.3913688E-8
533	Chromium (III)	Soil	forestry	kg	5.7805102E-11	1.9458398E-11	1.406934E-11
534	Chromium (III)	Soil	industrial	kg	1.6253438E-7	1.2285865E-7	1.1771963E-7
535	Chromium (VI)	Air		kg	1.5722278E-9	1.493746E-9	1.483633E-9
536	Chromium (VI)	Air	high. pop.	kg	2.4267615E-9	2.1406029E-9	1.8855371E-9
